primary_key,country,iso_code,population,population_density,median_age,gdp_per_capita,date_minGR,date_maxGR,date_firstNC,date_maxNC,date_maxND,date_3mnthAfter,interval_GRRamp,interval_GRToFirstNC,interval_firstNCToMaxNC,interval_firstNCToMaxND,interval_maxNCToMaxND,index_MaxGR,index_avgMaxGRStartApr1,change_GRRamp,index_string,index_health,index_econ,value_maxNC,value_maxND,value_NC_3mnth,value_TC_3mnth,value_ND_3mnth,value_TD_3mnth,percent_maxNC,percent_maxND,percent_NC_3mnth,percent_ND_3mnth,percent_TC_3mnth,percent_TD_3mnth,percent_newTestsMean,value_totTestsSlope,mobil_residential,mobil_outdoors,mobil_retailRecreation,mobil_parks,mobil_GroceryPharmacy,mobil_transitStations,mobil_workplaces,C1_School closing,C1_Flag,C2_Workplace closing,C2_Flag,C3_Cancel public events,C3_Flag,C4_Restrictions on gatherings,C4_Flag,C5_Close public transport,C5_Flag,C6_Stay at home requirements,C6_Flag,C7_Restrictions on internal movement,C7_Flag,C8_International travel controls,E1_Income support,E1_Flag,E2_Debt/contract relief,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H5_Investment in vaccines,E3_Fiscal measures,E4_International support,H4_Emergency investment in healthcare
MOZ2020-08-31,Mozambique,MOZ,31255435.0,37.728,17.7,,2020-03-23,2020-06-17,2020-03-23,2020-08-11,2020-08-03,2020-04-22,86,0,141,133,-8,66.03,55.61633986928109,52.03,65.51712418300657,65.72313725490177,0.0,142.0,2.0,0.0,39.0,0.0,0.0,0.0004543209844943768,6.398887105554602e-06,0.0,0.0,0.00012477829855831474,0.0,0.0,0.0,12.075675675675676,-17.631078253734547,-21.13276836158192,-30.263513513513512,-9.816666666666666,-26.622317596566525,-0.32012513034410844,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,549593361.65,0.0,22800000.0
MMR2020-08-31,Myanmar,MMR,54409794.0,81.721,29.1,5591.597,2020-03-17,2020-04-28,2020-03-24,2020-08-30,2020-04-09,2020-04-23,42,7,166,16,-143,70.51,64.34431372549011,56.51000000000001,79.6552287581701,75.77882352941178,1.4705882352941178,93.0,2.0,6.0,127.0,0.0,5.0,0.00017092510954921095,3.675808807509913e-06,1.1027426422529738e-05,0.0,0.00023341385927687944,9.189522018774781e-06,0.0,0.0,,,,,,,,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,78985373.0,0.0,50206000.0
NAM2020-08-31,Namibia,NAM,2540916.0,3.0780000000000003,22.0,,2020-03-15,2020-04-17,2020-03-15,2020-08-24,2020-08-24,2020-04-14,33,0,162,162,0,72.44,63.45771241830069,58.44,61.52398692810465,62.45928104575178,68.95424836601308,316.0,6.0,0.0,16.0,0.0,0.0,0.012436459922327224,0.00023613531498089667,0.0,0.0,0.000629694173282391,0.0,0.0,0.0,14.823529411764708,-32.95909728164025,-34.14388489208633,-30.83333333333333,-15.845272206303726,-58.694444444444436,-25.278551532033426,3.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,441411500.91,0.0,0.0
NPL2020-08-31,Nepal,NPL,29136808.0,204.43,25.0,2442.804,2020-01-24,2020-03-30,2020-01-25,2020-06-25,2020-08-31,2020-02-24,66,1,153,219,67,88.46,83.45130718954242,74.46,90.21934640522888,86.59254901960779,66.17647058823529,1702.0,14.0,0.0,1.0,0.0,0.0,0.005841408571590958,4.804918919052492e-05,0.0,0.0,3.432084942180352e-06,0.0,0.0,0.0,11.81159420289855,-29.50144927536232,-34.73913043478261,-23.6231884057971,-27.69565217391305,-31.231884057971016,-30.217391304347824,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,1000000.0,20642.0
NLD2020-08-31,Netherlands,NLD,17134873.0,508.544,43.2,,2020-03-09,2020-03-31,2020-02-28,2020-04-11,2020-04-08,2020-03-29,22,-10,33,40,-3,71.15,60.58679738562094,57.15000000000001,58.79790849673228,60.24215686274505,62.5,1335.0,234.0,1159.0,9762.0,93.0,639.0,0.007791128653244176,0.00136563603360235,0.006763983602329589,0.0005427527825855494,0.05697153401720573,0.0037292368609910327,0.0,0.0,12.57008547008547,-13.226491305629235,-32.251282051282054,55.70258620689656,-6.495726495726496,-48.78290598290598,-34.30512820512821,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,39412749999.0,0.0,25701603.0
NZL2020-08-31,New Zealand,NZL,4822233.0,18.206,37.9,,2020-02-28,2020-04-01,2020-02-28,2020-03-31,2020-04-14,2020-03-29,33,0,32,46,14,89.1,58.325490196078405,75.1,49.914509803921604,55.989542483660145,71.16013071895425,95.0,4.0,60.0,476.0,1.0,1.0,0.0019700416798607615,8.294912336255838e-05,0.0012442368504383759,2.0737280840639594e-05,0.009870945680144448,2.0737280840639594e-05,0.0001353038450582265,0.00929050628586872,15.184238551650695,-41.52170788258967,-53.92312925170068,-51.8125,-22.177668539325843,-51.28615071283096,-28.40909090909091,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,23870000.0,11500000000.0,0.0,297228142.0
NIC2020-08-31,Nicaragua,NIC,6624554.0,51.667,27.3,,2020-04-15,2020-04-15,2020-03-19,2020-05-27,2020-05-27,2020-04-18,0,-27,42,69,0,14.1,12.116339869281015,0.09999999999999963,13.435751633986944,14.321111111111117,0.0,480.0,18.0,0.0,9.0,0.0,1.0,0.007245770809627334,0.0002717164053610251,0.0,0.0,0.00013585820268051255,1.5095355853390283e-05,0.0,0.0,11.469945355191257,-26.418466792349463,-35.23748544819558,-28.328547297297305,-18.843980343980345,-35.15732087227414,-14.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
NER2020-08-31,Niger,NER,24206636.0,16.955,15.1,,2020-03-21,2020-04-15,2020-03-21,2020-04-07,2020-04-06,2020-04-20,25,0,17,16,-1,52.56,33.332222222222235,38.56,32.96869281045755,34.553921568627466,26.633986928104573,69.0,5.0,9.0,648.0,1.0,20.0,0.0002850458031425762,2.065549298134611e-05,3.7179887366422994e-05,4.1310985962692215e-06,0.002676951890382456,8.262197192538443e-05,0.0,0.0,9.272222222222222,-15.51273504273504,-15.738888888888884,-21.566666666666666,-4.822222222222221,-28.94444444444445,-6.491452991452992,3.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,254500000.0,0.0,13950000.0
NGA2020-08-31,Nigeria,NGA,206139587.0,209.588,18.1,,2020-02-28,2020-04-23,2020-02-28,2020-07-02,2020-06-17,2020-03-29,55,0,125,110,-15,69.55,63.015163398692685,55.55,74.87490196078446,73.93470588235301,2.9411764705882355,790.0,31.0,16.0,97.0,0.0,1.0,0.0003832354626770451,1.5038353598719492e-05,7.761730889661675e-06,0.0,4.7055493518573904e-05,4.851081806038547e-07,0.0,0.0,12.710303633648582,-22.860610321464968,-23.83679169992019,-21.334291187739467,-19.76834589448632,-32.94461697722567,-16.419005847953215,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,3817632435.1,34000000000.0,338381521.9999999
NOR2020-08-31,Norway,NOR,5421242.0,14.462,39.7,,2020-03-11,2020-04-01,2020-02-27,2020-03-28,2020-04-15,2020-03-28,21,-13,17,48,18,75.0,56.5232026143791,61.0,47.43339869281057,50.89130718954259,87.5,425.0,13.0,425.0,3581.0,2.0,16.0,0.00783953197440734,0.00023979744862893043,0.00783953197440734,3.6891915173681605e-05,0.06605497411847691,0.00029513532138945284,0.0,0.0,10.529906542056077,-8.390150630232649,-26.575,58.03780718336484,-2.870967741935484,-36.09537037037037,-34.447222222222216,3.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,4.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,190372000.0,19559736523.0,1438898.7,27778780.0
OMN2020-08-31,Oman,OMN,5106622.0,14.98,30.7,,2020-02-03,2020-07-25,2020-02-25,2020-07-14,2020-08-06,2020-03-26,173,22,162,163,23,91.67,82.97562091503265,77.67,88.7172549019607,87.74078431372554,56.78104575163399,2164.0,67.0,15.0,99.0,0.0,0.0,0.04237634976702799,0.001312021919773972,0.00029373625069566535,0.0,0.0019386592545913915,0.0,0.0,0.006533880966967194,10.286868686868683,-24.635800325874072,-29.10126582278481,-25.776902887139112,-21.883544303797468,-32.699367088607595,-13.717921527041357,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,4.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,20002600780.0,0.0,28607802.0
PAK2020-08-31,Pakistan,PAK,220892331.0,255.573,23.5,5034.708,2020-02-23,2020-05-01,2020-02-27,2020-06-14,2020-06-20,2020-03-28,68,4,112,114,6,82.69,69.72156862745113,68.69,72.5565359477124,70.92999999999991,63.071895424836605,6825.0,153.0,0.0,1197.0,0.0,9.0,0.0030897405849730475,6.926451421258261e-05,0.0,0.0,0.0005418929641337344,4.074383188975447e-06,9.989162601415555e-06,0.02919634517777273,12.261904761904766,-25.040858906525568,-37.10634920634921,-5.5246913580246915,-25.305,-33.84603174603175,-23.422222222222214,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,8161436680.75,163749935.5,200000000.0
PSE2020-08-31,Palestine,PSE,5101416.0,778.202,20.4,,2020-03-06,2020-04-21,2020-03-06,2020-08-29,2020-08-11,2020-04-05,46,0,176,158,-18,80.77,72.67013071895444,66.77,86.05294117647085,77.97823529411737,43.4640522875817,724.0,7.0,0.0,155.0,0.0,1.0,0.014192138025991213,0.0001372168041186996,0.0,0.0,0.003038372091199777,1.9602400588385654e-05,7.579594894175786e-06,0.0004080843569241451,,,,,,,,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
PAN2020-08-31,Panama,PAN,4314768.0,55.133,29.7,,2020-03-10,2020-04-30,2020-03-10,2020-07-14,2020-07-25,2020-04-09,51,0,126,137,11,83.33,76.808954248366,69.33,86.34575163398688,81.25470588235312,52.36928104575163,1540.0,41.0,279.0,2528.0,4.0,63.0,0.035691374368216316,0.0009502249020109539,0.006466164577098929,9.270486848887356e-05,0.058589476884968086,0.0014601016786997586,0.0004270913291282405,0.02145846465208256,33.98888888888889,-63.07111111111111,-71.9,-63.84444444444443,-50.32222222222222,-68.3888888888889,-60.9,3.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,1614275000.0,0.0,539000001.0
PNG2020-08-31,Papua New Guinea,PNG,8947027.0,18.22,22.6,,2020-03-21,2020-04-16,2020-03-21,2020-08-13,2020-07-29,2020-04-20,26,0,145,130,-15,78.53,59.65594771241829,64.53,56.44444444444451,59.83797385620903,58.66013071895425,55.0,1.0,0.0,7.0,0.0,0.0,0.0006147293397013332,1.1176897085478784e-05,0.0,0.0,7.82382795983515e-05,0.0,0.0,0.0,6.12987012987013,-5.506666666666668,-7.911111111111111,-11.244444444444444,9.733333333333333,-27.58888888888889,9.477777777777778,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,3.0,0.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,1652000000.0,0.0,20000000.0
PRY2020-08-31,Paraguay,PRY,7132530.0,17.144000000000002,26.5,8827.01,2020-03-07,2020-04-09,2020-03-08,2020-08-31,2020-08-16,2020-04-07,33,1,177,161,-15,85.9,80.02882352941197,71.9,84.86196078431388,80.9430065359479,75.0,721.0,19.0,0.0,113.0,0.0,5.0,0.010108615035618496,0.00026638513963488406,0.0,0.0,0.0015842905673022056,7.010135253549583e-05,0.00018854097964514515,0.015326305448406055,18.95912806539509,-42.16602391685448,-46.0236220472441,-51.12641937925814,-31.982252559726962,-58.92759706190977,-22.77022853613341,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,4795892284.0,0.0,228876304.0
PER2020-08-31,Peru,PER,32971846.0,25.129,29.1,,2020-03-06,2020-05-01,2020-03-07,2020-08-17,2020-08-14,2020-04-06,56,1,164,160,-3,87.18,82.79235294117655,73.18,87.87686274509821,84.21032679738559,75.0,10143.0,3935.0,535.0,2281.0,10.0,83.0,0.03076260880267365,0.01193442429641337,0.0016225964418249436,3.0328905454671844e-05,0.006918023334210648,0.0002517299152737763,1.0656949882176072e-05,0.004357445037401935,28.47217630853995,-60.09354091424353,-69.57255244755245,-57.41687242798354,-51.38695061169008,-71.3156089193825,-50.77572016460906,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,12536060101.0,0.0,487675230.0
PHL2020-08-31,Philippines,PHL,109581085.0,351.87300000000016,25.2,,2020-01-31,2020-04-13,2020-01-30,2020-08-11,2020-07-13,2020-02-29,73,-1,193,165,-29,91.67,76.05254901960801,77.67,86.11189542483656,86.0018954248365,21.323529411764707,6725.0,162.0,0.0,3.0,0.0,1.0,0.006137008042948288,0.00014783573278180263,0.0,0.0,2.737698755218567e-06,9.125662517395224e-07,0.0,0.0,18.046783625730995,-36.7453216374269,-44.82602339181287,-27.33698830409357,-33.340643274853804,-44.79093567251462,-33.43201754385965,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,400000000.0,23000000000.0,0.0,61000000.0
POL2020-08-31,Poland,POL,37846605.0,124.027,41.8,,2020-03-10,2020-04-09,2020-03-04,2020-08-22,2020-04-25,2020-04-03,30,-6,165,52,-119,66.03,55.82836601307188,52.03,59.78928104575166,59.160849673202456,37.5,903.0,40.0,392.0,2946.0,14.0,57.0,0.0023859471675200463,0.00010568979701085472,0.0010357600107063763,3.6991428953799156e-05,0.0077840535498494515,0.000150607960740468,0.0,0.0023467592592592594,11.961437908496732,-26.12895936340659,-41.081045751634,4.701904136572553,-18.690491803278693,-46.90915032679739,-28.666013071895428,3.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,507361020.0,79285774713.0,0.0,336870464.0
PRT2020-08-31,Portugal,PRT,10196707.0,112.371,46.2,,2020-03-01,2020-04-10,2020-03-03,2020-04-11,2020-04-25,2020-04-02,40,2,41,53,14,83.97,71.37013071895431,69.97,72.48032679738577,72.4914379084966,65.19607843137257,1516.0,60.0,808.0,8251.0,27.0,187.0,0.014867544982904775,0.0005884252631756508,0.007924126877432096,0.0002647913684290428,0.08091828077437156,0.0018339254035641113,0.0,0.0,20.700367647058822,-42.20490680476336,-54.925396825396824,-33.95933654360621,-26.674074074074074,-53.98107049608355,-41.484656084656095,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,10819830.0,10406440000.0,0.0,0.0
PRI2020-08-31,Puerto Rico,PRI,2860840.0,376.232,38.2,,2020-03-28,2020-05-01,2020-03-28,2020-08-02,2020-08-16,2020-04-27,34,0,127,141,14,86.54,75.56888888888902,72.54,78.98019607843145,76.56522875816987,70.09803921568627,1091.0,18.0,64.0,1371.0,1.0,84.0,0.038135652465709366,0.0006291858335314102,0.002237105185889459,3.4954768529522795e-05,0.04792298765397576,0.002936200556479915,0.0,0.0,20.687196110210696,-48.19640560670596,-47.81660812844957,-52.16265912305517,-30.22156116135173,-70.50225225225225,-40.27894736842105,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,2153532400.0,0.0,367481778.0
QAT2020-08-31,Qatar,QAT,2881060.0,227.322,31.9,,2020-03-08,2020-07-24,2020-03-01,2020-05-31,2020-06-20,2020-03-31,138,-7,84,111,20,80.77,77.26352941176484,66.77,81.66346405228771,83.33287581699341,43.87254901960785,2355.0,7.0,59.0,693.0,0.0,1.0,0.08174074819684422,0.00024296613052140527,0.002047857385823273,0.0,0.02405364692161913,3.4709447217343625e-05,0.0,0.0,21.277777777777786,-37.60888888888889,-48.9888888888889,-38.022222222222226,-20.433333333333334,-49.111111111111114,-31.488888888888887,3.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,0.0,1.0,2.0,1.0,3.0,2.0,0.0,21424000000.0,424000.0,0.0
ROU2020-08-31,Romania,ROU,19237682.0,85.12899999999998,43.0,,2020-03-08,2020-04-28,2020-02-27,2020-08-28,2020-08-26,2020-03-28,51,-10,173,181,-2,82.69,64.27980392156874,68.69,61.09424836601318,60.05875816993447,87.5,1504.0,58.0,263.0,1292.0,7.0,24.0,0.007817989714145393,0.0003014916246146496,0.0013671085736836695,3.6386920212112876e-05,0.006715985844864262,0.00012475515501295844,0.0001520115573175604,0.032967061751601225,11.38563170933113,-33.080047764627416,-45.13971539456662,-25.272421814422326,-22.85994832041344,-39.99766233766234,-32.13049095607235,3.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,4.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,808365.6,3997171108.48,0.0,33485732.0
RUS2020-08-31,Russia,RUS,145934460.0,8.823,39.6,,2020-03-05,2020-05-01,2020-02-01,2020-07-18,2020-06-19,2020-03-02,57,-33,135,139,-29,83.97,75.59483660130735,69.97,73.8704575163398,78.42294117647045,60.04901960784314,12640.0,312.0,0.0,2.0,0.0,0.0,0.008661422394683201,0.0002137946034130664,0.0,0.0,1.3704782270068355e-06,0.0,0.0,0.0,7.9,-20.055555555555557,-28.0,-3.344444444444445,-8.644444444444442,-31.011111111111113,-29.277777777777786,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,0.0,3.0,1.0,2.0,0.0,4.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,286175609.0,3940449989.55,1000000.0,1986246801.0
RWA2020-08-31,Rwanda,RWA,12952209.0,494.869,20.3,,2020-03-15,2020-03-21,2020-03-15,2020-08-26,2020-08-19,2020-04-14,6,0,164,157,-7,82.05,70.85947712418292,68.05,73.37823529411759,78.21686274509787,30.39215686274509,231.0,2.0,1.0,127.0,0.0,0.0,0.0017834795593554738,1.5441381466281157e-05,7.720690733140578e-06,0.0,0.0009805277231088537,0.0,0.0,0.0,22.820224719101123,-37.073121693121685,-45.51666666666666,-16.322222222222226,-39.822222222222216,-50.69259259259259,-33.01190476190476,3.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,162372000.0,0.0,16453484.0
SAU2020-08-31,Saudi Arabia,SAU,34813867.0,15.322,31.9,,2020-03-03,2020-05-27,2020-03-03,2020-06-18,2020-07-06,2020-04-02,85,0,107,125,18,88.46,77.33732026143792,74.46,77.42562091503265,80.4201960784315,60.37581699346405,4919.0,58.0,157.0,1720.0,6.0,16.0,0.014129427219331884,0.00016660028028486464,0.000450969724219375,1.7234511753606686e-05,0.004940560036033917,4.595869800961784e-05,1.6204270939891087e-05,0.010283803022935224,17.830119375573922,-41.5006548091084,-44.39920634920635,-46.52991452991454,-20.547619047619047,-61.06701030927835,-34.95952380952381,3.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,4.0,2.0,0.0,1.0,2.0,1.0,3.0,2.0,10000000.0,32278656994.1,525000000.0,139540000.0
SEN2020-08-31,Senegal,SEN,16743930.0,82.32799999999997,18.7,,2020-03-14,2020-04-11,2020-03-03,2020-08-13,2020-08-07,2020-04-02,28,-11,152,157,-6,76.28,63.05934640522867,62.28,57.613921568627326,62.50771241830046,66.09477124183006,207.0,9.0,15.0,190.0,1.0,1.0,0.0012362689046119995,5.375082193965216e-05,8.958470323275359e-05,5.972313548850241e-06,0.0011347395742815456,5.972313548850241e-06,8.032447390911529e-05,0.016928728070175435,15.030405405405405,-29.45524456179177,-37.74594594594596,-23.46411483253589,-21.166666666666668,-52.09119496855346,-12.808300395256918,3.0,1.0,2.0,0.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,0.0,1978200000.0,0.0,106163400.0
SRB2020-08-31,Serbia,SRB,6804596.0,80.291,41.2,,2020-03-06,2020-03-31,2020-03-07,2020-07-27,2020-07-11,2020-04-06,25,1,143,126,-16,85.26,56.60254901960782,71.26,55.5245098039216,59.0961437908497,42.892156862745104,467.0,18.0,284.0,1908.0,7.0,51.0,0.006863008472508874,0.0002645270931588003,0.004173649692061072,0.00010287164733953346,0.028039871874832832,0.0007494934306166009,0.003088799431746501,0.25387174019105785,14.082191780821915,-39.123287671232866,-47.602739726027394,-26.698630136986303,-24.75342465753425,-51.57534246575342,-44.98630136986301,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,4.0,2.0,0.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,125518385.0
SYC2020-08-31,Seychelles,SYC,98340.0,208.354,36.2,,2020-03-15,2020-04-09,2020-03-15,2020-07-07,2020-03-15,2020-04-14,25,0,114,0,-114,81.41,49.90222222222216,67.41,48.008888888888855,54.43150326797386,25.0,70.0,0.0,0.0,10.0,0.0,0.0,0.07118161480577588,0.0,0.0,0.0,0.01016880211511084,0.0,0.002447291709036675,0.004730842911877395,,,,,,,,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,28000000.0,0.0,0.0
SLE2020-08-31,Sierra Leone,SLE,7976985.0,104.7,19.1,,2020-04-01,2020-05-03,2020-04-01,2020-05-25,2020-05-15,2020-05-01,32,0,54,44,-10,82.05,56.10071895424854,68.05,57.469084967320136,62.17078431372539,22.7124183006536,86.0,5.0,8.0,124.0,3.0,7.0,0.001078101563435308,6.268032345554116e-05,0.00010028851752886586,3.7608194073324695e-05,0.0015544720216974207,8.775245283775763e-05,0.0,0.0,,,,,,,,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,7500000.0,0.0,0.0
SGP2020-08-31,Singapore,SGP,5850343.0,7915.731,42.4,,2020-01-20,2020-05-26,2020-01-24,2020-04-21,2020-03-22,2020-02-23,127,4,92,58,-30,84.62,71.70888888888899,70.62,66.21856209150327,69.33235294117645,84.80392156862743,1426.0,2.0,3.0,89.0,0.0,0.0,0.02437463923055452,3.418602977637379e-05,5.127904466456071e-05,0.0,0.0015212783250486339,0.0,0.0,0.0,15.353846153846154,-19.301538461538463,-23.4,-18.33846153846153,-7.969230769230768,-28.784615384615392,-18.015384615384615,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,70726861804.0,0.0,5600000.0
SVK2020-08-31,Slovakia,SVK,5459643.0,113.128,41.2,,2020-03-07,2020-04-08,2020-03-07,2020-08-22,2020-04-16,2020-04-06,32,0,168,40,-128,83.97,61.3367973856209,69.97,53.03254901960776,56.579607843137204,87.5,123.0,4.0,14.0,485.0,0.0,0.0,0.0022528945573913896,7.326486365500455e-05,0.0002564270227925159,0.0,0.008883364718169301,0.0,1.2943459245717472e-05,0.0008731322228739875,12.451851851851853,-26.532214838853694,-52.67037037037037,18.13769123783032,-20.04567901234568,-44.43703703703704,-33.64567901234568,,,,,,,,,,,,,,,,,,,,,,,,,,
SVN2020-08-31,Slovenia,SVN,2078932.0,102.619,44.5,,2020-03-05,2020-03-30,2020-03-05,2020-03-29,2020-04-06,2020-04-04,25,0,24,32,8,86.54,59.0614379084966,72.54,51.684183006536045,57.43973856209158,67.97385620915033,59.0,6.0,37.0,934.0,4.0,20.0,0.0028379956631578137,0.0002886097284567268,0.0017797599921498153,0.00019240648563781788,0.044926914396430484,0.0009620324281890895,0.0,0.0,12.246315789473686,-36.82801784345904,-50.6125,-19.060532687651328,-30.908232826428947,-45.93092783505155,-37.627895868163364,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,15300000.0,6564536075.55,0.0,0.0
SOM2020-08-31,Somalia,SOM,15893219.0,23.5,16.8,,2020-03-19,2020-04-11,2020-03-17,2020-05-29,2020-04-23,2020-04-16,23,-2,71,37,-36,44.23,33.312875816993426,30.23,42.74562091503259,38.32803921568628,5.718954248366012,97.0,6.0,20.0,80.0,3.0,5.0,0.0006103231824843036,3.775194943201877e-05,0.00012583983144006254,1.8875974716009387e-05,0.0005033593257602503,3.1459957860015634e-05,0.0,0.0,,,,,,,,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,5000000.0,0.0,0.0
ZAF2020-08-31,South Africa,ZAF,59308690.0,46.754,27.3,12294.876,2020-03-07,2020-05-29,2020-03-06,2020-07-25,2020-07-23,2020-04-05,83,-1,140,139,-2,85.26,79.54915032679754,71.26,81.68183006535956,84.41699346405233,52.77777777777778,13944.0,572.0,80.0,1585.0,2.0,9.0,0.023510888539268027,0.0009644455138024463,0.00013488748444789454,3.3721871111973638e-06,0.0026724582856239108,1.5174842000388138e-05,0.0,0.0,20.636666666666667,-38.27307993966817,-47.67333333333333,-27.52,-26.054444444444453,-51.67873303167421,-38.43888888888889,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,0.0,59075995390.0,0.0,31267209.54
