location,primary_key_reaction,iso_code,minDate,maxDate,maxValue,changeGovResp,ramp_up_duration,population,population_density,median_age,newCases_startDate,CaseVsResp_Interval,AvgMaxGovResp_StartApr1,MaxNewCases_date,MaxNewCases_value,StartToMaxNewCases_Interval,MaxNewDeaths_date,MaxNewDeaths_value,MaxNewCasesToMaxNewDeaths_Interval,FirstNewCaseToMaxNewDeaths,3mth_date,newCases_3mnth,totCases_3mnth,newDeaths_3mnth,totDeaths_3mnth,gdp_per_capita,StringencyIndex_updated,ContainmentHealthIndex_updated,EconomicSupportIndex_updated,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,avgOutdoorMobil
Tunisia,TUN2020-08-31,TUN,2020-03-09,2020-05-07,82.05,68.05,59 days 00:00:00.000000000,11818618.0,74.22800000000002,32.7,2020-03-03,-6 days +00:00:00.000000000,57.68718954248364,2020-08-20,242.0,164 days 00:00:00.000000000,2020-04-05,5.0,-137 days +00:00:00.000000000,33 days 00:00:00.000000000,2020-04-02,32.0,394.0,1.0,10.0,10849.296999999999,53.15169934640529,54.53993464052287,75.0,,,,,,,
Turkey,TUR2020-08-31,TUR,2020-03-12,2020-04-19,76.28,62.28,38 days 00:00:00.000000000,84339067.0,104.914,31.6,2020-03-12,0 days 00:00:00.000000000,68.10790849673228,2020-04-12,5138.0,31 days 00:00:00.000000000,2020-04-20,127.0,8 days 00:00:00.000000000,39 days 00:00:00.000000000,2020-04-11,4747.0,47029.0,98.0,1006.0,,64.01196078431377,66.98738562091495,74.26470588235293,-49.64319930323705,-15.940759344068548,-20.643187250996014,-53.02202027263195,-35.847478308026034,14.304919197300658,-35.01932889579192
Uganda,UGA2020-08-31,UGA,2020-03-22,2020-03-30,78.85,64.85,8 days 00:00:00.000000000,45741000.0,213.759,16.4,2020-03-22,0 days 00:00:00.000000000,71.8209803921568,2020-08-24,415.0,155 days 00:00:00.000000000,2020-08-21,4.0,-3 days +00:00:00.000000000,152 days 00:00:00.000000000,2020-04-21,1.0,56.0,0.0,0.0,1697.707,84.64130718954259,77.48058823529419,40.68627450980392,-47.71007371007371,-43.2093023255814,-15.172222222222222,-55.358333333333334,-25.144444444444446,21.29957805907173,-37.31887520713102
Ukraine,UKR2020-08-31,UKR,2020-03-12,2020-05-07,80.13,66.13,56 days 00:00:00.000000000,43733759.0,77.39,41.4,2020-03-04,-8 days +00:00:00.000000000,62.27607843137257,2020-08-26,3331.0,167 days 00:00:00.000000000,2020-08-27,85.0,1 days 00:00:00.000000000,176 days 00:00:00.000000000,2020-04-03,103.0,897.0,2.0,22.0,,65.28137254901961,66.77895424836588,37.5,-34.32222222222222,-12.244444444444444,7.288888888888889,-33.94444444444444,-32.21111111111111,9.0,-21.086666666666666
United Arab Emirates,ARE2020-08-31,ARE,2020-03-01,2020-04-13,85.26,71.26,43 days 00:00:00.000000000,9890400.0,112.442,34.0,2020-01-27,-34 days +00:00:00.000000000,67.29065359477121,2020-05-23,994.0,83 days 00:00:00.000000000,2020-05-11,13.0,-12 days +00:00:00.000000000,105 days 00:00:00.000000000,2020-02-26,0.0,13.0,0.0,0.0,,64.44477124182994,70.4354901960785,50.0,-39.62222222222222,-17.843055555555555,-49.111111111111114,-49.682291666666664,-30.17361111111111,19.00614439324117,-37.28645833333333
United Kingdom,GBR2020-08-31,GBR,2020-01-31,2020-06-08,78.85,64.85,129 days 00:00:00.000000000,67886004.0,272.898,40.8,2020-02-01,1 days 00:00:00.000000000,73.71732026143799,2020-04-24,5487.0,84 days 00:00:00.000000000,2020-04-22,1224.0,-2 days +00:00:00.000000000,81 days 00:00:00.000000000,2020-03-02,5.0,47.0,0.0,0.0,,71.12450980392167,68.93411764705868,100.0,-38.84003194037796,-13.111510476023494,-9.5,-35.04264640143049,-34.75496342737722,12.478063874461267,-26.24983044904183
United States,USA2020-08-31,USA,2020-03-02,2020-03-27,71.47,57.47,25 days 00:00:00.000000000,331002647.0,35.60800000000001,38.3,2020-01-21,-41 days +00:00:00.000000000,69.8051633986926,2020-07-25,78427.0,145 days 00:00:00.000000000,2020-04-16,4928.0,-100 days +00:00:00.000000000,86 days 00:00:00.000000000,2020-02-20,0.0,15.0,0.0,0.0,,70.27869281045719,71.13810457516323,62.5,-26.469017094017094,-4.227777777777778,29.022917112872136,-30.001068376068375,-33.243376068376065,12.56431623931624,-12.983664440673437
Uruguay,URY2020-08-31,URY,2020-03-15,2020-04-02,66.03,52.03,18 days 00:00:00.000000000,3473727.0,19.751,35.6,2020-03-15,0 days 00:00:00.000000000,51.76450980392164,2020-03-30,36.0,15 days 00:00:00.000000000,2020-04-03,2.0,4 days 00:00:00.000000000,19 days 00:00:00.000000000,2020-04-14,7.0,472.0,0.0,8.0,,47.167320261437865,48.86287581699353,67.72875816993465,-44.57630522088353,-21.909868421052632,-58.48137854363535,-50.87043418332185,-17.402010050251256,13.77502691065662,-38.64799928382892
Uzbekistan,UZB2020-08-31,UZB,2020-03-16,2020-04-28,84.62,70.62,43 days 00:00:00.000000000,33469199.0,76.134,28.2,2020-03-16,0 days 00:00:00.000000000,71.66058823529411,2020-08-18,1156.0,155 days 00:00:00.000000000,2020-08-18,12.0,0 days 00:00:00.000000000,155 days 00:00:00.000000000,2020-04-15,167.0,1165.0,0.0,4.0,,77.58307189542498,75.59836601307201,50.0,,,,,,,
Venezuela,VEN2020-08-31,VEN,2020-03-15,2020-06-22,75.64,61.64,99 days 00:00:00.000000000,28435943.0,36.253,29.0,2020-03-15,0 days 00:00:00.000000000,72.38562091503275,2020-08-12,2133.0,150 days 00:00:00.000000000,2020-08-30,17.0,18 days 00:00:00.000000000,168 days 00:00:00.000000000,2020-04-14,8.0,189.0,0.0,9.0,,84.12751633986944,76.45581699346391,50.0,-54.41111111111111,-33.96666666666667,-47.477777777777774,-55.4,-38.75555555555555,17.955555555555556,-46.00222222222222
Vietnam,VNM2020-08-31,VNM,2020-01-29,2020-04-09,85.9,71.9,71 days 00:00:00.000000000,97338583.0,308.127,32.6,2020-01-24,-5 days +00:00:00.000000000,67.00503267973852,2020-07-31,50.0,184 days 00:00:00.000000000,2020-08-12,4.0,12 days 00:00:00.000000000,201 days 00:00:00.000000000,2020-02-23,0.0,16.0,0.0,0.0,6171.884,68.95986928104577,73.45686274509808,31.535947712418302,-27.892947635135137,-20.098514635211885,-20.971131394608364,-32.08938673908124,-5.979096283783784,9.433304272013949,-21.406215337564085
Yemen,YEM2020-08-31,YEM,2020-04-10,2020-05-01,40.38,26.380000000000003,21 days 00:00:00.000000000,29825968.0,53.508,20.3,2020-04-10,0 days 00:00:00.000000000,32.00375000000001,2020-06-16,116.0,67 days 00:00:00.000000000,2020-07-13,52.0,27 days 00:00:00.000000000,94 days 00:00:00.000000000,2020-05-10,0.0,34.0,0.0,7.0,,46.229999999999826,37.827152777777854,0.0,-8.622222222222222,1.6333333333333333,-10.466666666666667,-9.344444444444445,-9.1,6.155555555555556,-7.18
Zambia,ZMB2020-08-31,ZMB,2020-03-19,2020-05-02,63.14,49.14,44 days 00:00:00.000000000,18383956.0,22.995,17.7,2020-03-19,0 days 00:00:00.000000000,48.77052287581688,2020-07-18,527.0,121 days 00:00:00.000000000,2020-07-15,40.0,-3 days +00:00:00.000000000,118 days 00:00:00.000000000,2020-04-18,4.0,52.0,0.0,2.0,,50.07640522875825,53.09398692810456,25.0,-12.6,-4.111111111111111,-1.488888888888889,-16.433333333333334,-7.466666666666667,11.311111111111112,-8.419999999999998
Zimbabwe,ZWE2020-08-31,ZWE,2020-03-21,2020-04-09,71.15,57.150000000000006,19 days 00:00:00.000000000,14862927.0,42.729,19.6,2020-03-21,0 days 00:00:00.000000000,66.13725490196096,2020-08-02,490.0,134 days 00:00:00.000000000,2020-08-13,18.0,11 days 00:00:00.000000000,145 days 00:00:00.000000000,2020-04-20,0.0,25.0,0.0,3.0,1899.775,81.16647058823517,73.826405228758,23.8562091503268,-43.195729537366546,-27.116731517509727,-38.72375690607735,-58.4485294117647,-28.962585034013607,28.82198952879581,-39.28946648134639
